|name        |t90     |t90_error|fluence   |fluence_error|flux_1024  |flux_1024_error|flux_64     |flux_64_error|
|GRB140827763|  20.992|    0.362|1.2237e-05|   3.1847e-08|    12.1249|         0.3320|     14.5166|       1.3149|
|GRB140828288|  23.552|    7.799|3.7583e-06|   1.4971e-07|     3.5473|         0.2236|      6.2411|       1.0126|
|GRB140829880|  77.568|    2.064|5.3902e-06|   1.2456e-07|     2.9853|         0.3844|      8.1965|       2.0337|
|GRB140831215|   0.704|    1.180|5.7882e-08|   1.9431e-08|     1.1921|         0.3126|      3.3378|       1.3762|
|GRB140831374|   3.584|    2.573|1.0912e-06|   3.1439e-08|     3.7691|         0.2742|      6.0762|       1.3983|
|GRB140901262|  65.025|   14.083|2.9293e-06|   3.2713e-08|     2.5541|         0.2047|      3.5469|       1.1094|
|GRB140901821|   0.176|    0.036|5.1230e-06|   3.1497e-08|    10.0194|         0.3443|     51.5244|       2.0084|
|GRB140905454| 110.082|    1.086|2.7462e-05|   5.6012e-08|     4.2907|         0.2362|      5.7791|       1.0377|
|GRB140906175|  37.633|    9.691|1.5513e-06|   4.3360e-08|     2.6398|         0.2544|      4.7437|       1.3480|
|GRB140906429|  20.736|    2.111|8.3680e-06|   6.7815e-08|    11.0173|         0.2987|     15.2144|       1.2853|
|GRB140907429|  27.392|    7.322|1.3461e-06|   1.7600e-07|     2.6066|         0.5279|      8.1617|       3.4675|
|GRB140907672|  35.841|    5.473|6.4501e-06|   6.3631e-08|     4.2790|         0.2520|      6.0298|       1.3498|
|GRB140911012| 116.736|    5.400|6.7844e-06|   8.6314e-08|     3.0760|         0.3151|      5.9983|       1.3992|
|GRB140912664|   2.304|    1.619|5.9209e-07|   2.1183e-08|     1.9310|         0.1563|      3.7480|       0.6689|
|GRB140916234|  31.233|    3.780|6.0945e-06|   7.1503e-08|    11.9638|         0.5136|     16.7335|       2.3019|
|GRB140917512|  16.512|    0.689|6.2211e-06|   4.9016e-08|     6.8501|         0.2996|      9.1699|       1.2001|
|GRB140918379| 165.632|    2.360|2.1200e-06|   6.5672e-08|     1.7490|         0.2187|      5.0736|       1.3469|
|GRB140919636| 108.546|    1.619|1.0749e-05|   2.4070e-08|     3.6367|         0.1701|      4.8854|       0.9941|
|GRB140928100|   7.680|    0.923|2.7794e-06|   2.3235e-08|    12.5031|         0.3497|     19.8415|       1.8450|
|GRB140928437|  17.920|    6.720|4.4723e-06|   8.3463e-08|     4.9114|         0.2954|      7.8533|       1.5254|
|GRB140929677|  37.120|    4.048|1.8724e-06|   4.8656e-08|     2.2484|         0.2256|      4.6912|       1.0326|
|GRB140930134|   3.264|    1.619|2.4858e-07|   2.1561e-08|     2.0069|         0.1899|      4.7259|       0.8919|
|GRB141003564|   8.704|    1.619|1.8542e-06|   4.3408e-08|     7.8970|         0.4345|      9.7579|       2.5646|
|GRB141003788|   7.424|    3.093|1.3441e-06|   4.6978e-08|     2.6640|         0.2680|      5.5539|       1.4222|
|GRB141004150|   9.472|    0.810|4.0962e-06|   2.5668e-08|     9.3996|         0.2653|     12.0220|       1.1983|
|GRB141004973|   2.560|    0.607|1.1787e-06|   3.3030e-08|     9.8080|         0.4074|     17.6507|       1.9159|
|GRB141005217|   3.392|    0.264|2.5040e-06|   2.7008e-08|     7.6285|         0.3811|      9.8819|       1.6967|
|GRB141005535|  11.264|    3.208|7.1760e-07|   4.2393e-08|     2.7083|         0.2528|      5.3120|       1.0933|
|GRB141011282|   0.080|    0.036|9.3785e-07|   1.0545e-08|     3.4718|         0.2317|     29.5661|       1.6886|
|GRB141011467|  12.029|    0.724|2.8852e-06|   3.1810e-08|     4.3934|         0.2456|      6.2296|       1.0344|
|GRB141012773|  37.633|    1.619|6.6405e-06|   4.2625e-08|     3.5877|         0.2135|      6.0185|       0.9335|
|GRB141013803|  82.432|   16.392|8.8092e-06|   2.2047e-07|     2.9284|         0.2847|      5.2925|       1.5280|
|GRB141016897|  17.405|    7.684|3.5790e-06|   4.8085e-08|     7.4066|         0.2625|      9.0352|       1.0643|
|GRB141020439|   1.600|    0.951|8.4713e-08|   1.2723e-08|     1.4051|         0.1992|      2.7572|       0.8683|
|GRB141022061|  11.520|    3.083|5.6020e-07|   2.4573e-08|     1.0794|         0.1658|      2.9500|       1.5598|
|GRB141022087|   9.216|    0.572|8.9994e-05|   9.5357e-08|    62.8970|         1.2085|     97.2009|       5.4980|
|GRB141026742|   2.560|    0.968|3.9677e-07|   8.7507e-09|     2.8467|         0.2040|      4.0805|       1.1557|
|GRB141028455|  31.489|    2.429|3.4781e-05|   8.9141e-08|    17.3460|         0.3418|     21.1876|       1.3644|
|GRB141029134| 192.771|    1.950|4.1032e-05|   5.4583e-08|    21.8204|         0.3339|     26.0042|       1.4224|
|GRB141030746|   8.960|    0.572|2.3058e-06|   5.0437e-08|     3.8142|         0.2929|      7.9020|       1.7264|
|GRB141031257|  38.656|    7.464|1.6006e-06|   4.1214e-08|     1.6391|         0.1864|      3.6681|       0.8700|
|GRB141031304|  19.456|    2.896|4.9279e-06|   6.0770e-08|     2.7053|         0.1957|      4.4144|       0.9454|
|GRB141031998|   0.160|    0.865|8.3510e-08|   2.0706e-08|     0.7498|         0.1339|      5.1791|       0.8125|
|GRB141102112|   0.016|    0.066|7.3632e-08|   1.3966e-08|     0.5205|         0.2685|      2.9837|       1.3693|
|GRB141102536|   2.624|    0.326|1.4195e-06|   4.1208e-08|     4.7608|         0.2142|     15.5869|       1.2438|
|GRB141102779|  25.088|    4.007|8.4372e-07|   3.6725e-08|     2.2956|         0.2136|      4.2111|       1.1761|
|GRB141105358|  19.200|    4.261|1.8375e-06|   3.0209e-08|     3.9562|         0.2962|      7.1855|       1.6131|
|GRB141105406|   1.280|    1.032|8.8289e-07|   2.6964e-08|     4.6625|         0.2499|     10.3769|       1.1571|
|GRB141109447|  32.000|    4.104|5.2109e-06|   8.6511e-08|     2.3259|         0.2398|      6.5817|       1.9866|
|GRB141110232|  36.608|    1.810|2.4307e-06|   3.8613e-08|     1.7727|         0.2138|      3.7869|       1.0932|
|GRB141111435|   1.728|    1.296|1.9972e-07|   3.4354e-08|     1.2215|         0.1567|      2.6736|       0.6428|
|GRB141112539| 335.876|   11.585|2.1555e-05|   1.1002e-07|     2.0972|         0.2338|      3.8678|       1.1907|
|GRB141112828|  63.745|    2.919|2.1037e-06|   3.6931e-08|     3.7809|         0.2411|      4.6787|       1.0334|
|GRB141113346|   0.448|    0.500|1.4740e-07|   1.9229e-08|     1.2770|         0.1591|      4.1140|       0.7189|
|GRB141114687|  44.800|    4.222|3.5928e-06|   4.0557e-08|     3.1950|         0.2999|      5.7974|       1.3979|
|GRB141118678|   4.352|    0.572|3.2983e-06|   2.8093e-08|     7.0663|         0.2868|      9.8790|       1.2410|
|GRB141121414|   3.840|    0.572|8.7914e-07|   4.1745e-08|     2.2957|         0.1726|      4.2871|       1.0024|
|GRB141122087|   1.280|    0.945|2.5893e-07|   2.1984e-08|     1.5636|         0.1839|      7.1217|       1.2265|
|GRB141122875|  30.720|    7.245|4.0273e-06|   1.6895e-07|     4.3715|         0.2740|      5.6865|       1.1538|
|GRB141122956|   4.096|    1.717|2.2196e-07|   2.8849e-08|     0.9526|         0.1788|      2.8368|       1.0415|
|GRB141124277|   0.512|    1.000|5.2274e-07|   4.8192e-08|     2.2142|         0.2616|      5.3002|       1.0324|
|GRB141126233|   0.896|    0.792|4.0459e-07|   2.2758e-08|     1.7727|         0.1440|      3.6531|       0.7557|
|GRB141128962|   0.272|    0.926|1.7603e-07|   1.5132e-08|     2.2681|         0.2419|     13.2736|       1.5786|
|GRB141202470|   1.408|    0.272|4.3517e-06|   2.2705e-08|     8.6004|         0.2636|     11.8684|       1.0036|
|GRB141205018|  13.056|    1.280|1.6031e-06|   4.1267e-08|     2.1505|         0.2804|      4.6669|       1.8177|
|GRB141205337|   1.280|    0.572|1.0653e-06|   1.1421e-07|     2.4507|         0.2319|      6.3299|       1.5881|
|GRB141205763|   5.437|    0.407|6.4061e-06|   7.7621e-08|    21.0453|         0.5530|     30.2162|       2.4719|
|GRB141206254|   4.608|    1.557|5.3660e-07|   2.8533e-08|     1.9184|         0.1903|      3.4086|       0.8422|
|GRB141207800|  20.992|    0.572|3.4197e-05|   1.1607e-07|     8.6657|         0.2616|     12.7461|       1.2009|
|GRB141208038|  14.336|    1.448|1.7739e-06|   3.0921e-08|     2.9994|         0.3014|      4.3855|       1.4075|
|GRB141208632|   0.960|    0.834|1.9090e-07|   3.7412e-08|     2.2652|         0.2595|      6.7821|       1.4608|
|GRB141209131|  78.081|    4.971|5.5484e-06|   5.9198e-08|     3.0781|         0.2430|      4.6547|       0.9574|
|GRB141213300|   0.768|    0.513|6.5815e-07|   1.9727e-08|     6.7716|         0.2978|     15.8008|       1.5719|
|GRB141215560|  11.264|    0.362|2.5822e-05|   6.5054e-08|    20.1158|         0.5489|     30.3631|       2.4895|
|GRB141220252|   7.616|    0.923|5.3386e-06|   3.5071e-08|    11.9970|         0.3031|     16.0741|       1.4775|
|GRB141221338|  23.808|    1.717|4.0682e-06|   6.2784e-08|     5.3827|         0.3449|      8.9384|       1.5245|
|GRB141221897|  32.513|    1.846|7.4393e-06|   7.1278e-08|     3.5808|         0.2186|      4.9781|       0.8917|
|GRB141222298|   2.752|    0.264|9.2055e-06|   3.8177e-08|    44.2603|         0.4208|    121.0190|       2.6175|
|GRB141222691|  34.049|    0.724|2.3313e-05|   3.4125e-08|    17.6038|         0.3474|     21.7370|       1.4917|
|GRB141223240|  94.208|    3.974|1.8207e-06|   4.5684e-08|     1.8719|         0.2242|      3.9716|       1.2900|
|GRB141225959|  56.320|    4.891|3.7317e-06|   3.7233e-08|     2.4590|         0.2137|      4.4224|       1.1273|
|GRB141226880|  38.656|    3.415|3.2054e-06|   6.6006e-08|     1.5277|         0.1695|      3.6000|       0.9706|
|GRB141229492|  13.824|    6.661|5.5962e-06|   7.0209e-08|     9.2235|         0.3134|     12.1406|       1.3133|
|GRB141229911|  91.392|   17.710|4.2158e-06|   6.5788e-08|     2.6958|         0.2183|      4.2886|       1.0254|
|GRB141230142|   9.856|    1.086|1.7987e-06|   6.6177e-08|     8.4040|         0.4016|      9.5689|       1.9549|
|GRB141230834|  28.928|    1.493|3.1557e-06|   2.9795e-08|     3.0535|         0.2189|      4.7847|       1.1097|
|GRB141230871|   0.224|    0.160|1.4789e-07|   1.5729e-08|     1.5845|         0.2030|      8.1871|       1.1479|
|GRB150101270|   0.480|    0.959|7.6144e-08|   1.0699e-08|     0.6159|         0.1983|      5.8286|       1.1926|
|GRB150101641|   0.080|    0.928|2.3809e-07|   1.5091e-08|     1.2658|         0.2011|     10.4791|       1.3498|
|GRB150105257|  80.641|    1.379|3.3542e-05|   7.0366e-08|    23.7890|         0.4314|     30.6360|       1.9283|
|GRB150106921|  79.872|   16.077|1.0150e-06|   3.8979e-08|     1.0029|         0.1793|      3.7791|       1.1037|
|GRB150110433|  74.304|    0.716|7.9692e-06|   5.7576e-08|     7.4883|         0.2858|     10.0926|       1.2452|
|GRB150110923|   2.560|    0.832|5.8053e-07|   2.9303e-08|     2.3288|         0.2067|      3.9462|       1.1889|
|GRB150118409|  40.193|    0.572|1.4114e-04|   1.0972e-07|    40.7060|         0.4130|     46.1639|       1.7475|
|GRB150118927|   0.288|    0.097|6.9773e-07|   1.0975e-08|     5.4449|         0.2536|     39.6584|       1.9817|
|GRB150120123|   3.328|    1.382|3.3498e-07|   2.1667e-08|     2.9511|         0.2351|      4.7869|       1.3561|
|GRB150120685|  56.832|    4.762|1.9472e-06|   4.6620e-08|     2.1629|         0.2163|      4.0432|       1.0358|
|GRB150122960|  53.249|   13.827|3.1678e-06|   5.6373e-08|     2.5998|         0.2431|      5.0344|       1.4489|
|GRB150126868|  96.513|    3.114|2.5227e-05|   5.7864e-08|     9.7139|         0.3623|     12.9841|       1.5462|
|GRB150127398|  52.736|    3.620|1.1347e-05|   5.7257e-08|     7.7804|         0.3258|     17.2694|       1.5064|
|GRB150127589|  60.929|    0.810|5.7789e-05|   7.8301e-08|    19.8251|         0.3887|     23.5629|       1.6549|
|GRB150127935|  84.224|   31.183|1.7689e-06|   1.5451e-07|     1.1742|         0.2134|      5.1807|       1.3737|
|GRB150128624|   0.096|    0.906|1.2711e-07|   5.0093e-08|     2.0543|         0.4823|     16.1985|       2.8239|
|GRB150128791|  85.248|    4.762|1.1732e-05|   1.1995e-07|     5.4633|         0.3373|      7.9236|       1.6445|
|GRB150131335|   8.192|    1.448|1.4525e-06|   2.7352e-08|     3.8135|         0.2148|      5.4677|       0.9561|
|GRB150131951|   8.192|    3.444|2.4878e-06|   9.1137e-08|     5.3024|         0.3680|      8.5516|       2.3562|
|GRB150201040|   0.512|    1.154|6.5443e-08|   2.0535e-08|     1.5347|         0.2559|      4.9780|       1.2227|
|GRB150201574|  15.616|    0.362|6.3139e-05|   5.2677e-08|    88.7041|         0.6581|     99.5459|       2.6654|
|GRB150201590|  25.600|    3.916|2.3830e-06|   3.6432e-08|     2.0810|         0.2109|      4.6065|       1.0863|
|GRB150202999| 167.427|    3.367|3.2522e-05|   9.4521e-08|    23.7983|         0.3754|     30.8324|       1.5204|
|GRB150203173|  25.600|    3.238|1.8639e-06|   6.2777e-08|     1.8287|         0.2601|      3.8278|       1.1036|
|GRB150203545|  23.808|    1.619|3.6398e-06|   2.1161e-08|     4.5721|         0.3102|      7.3888|       1.4801|
|GRB150204272|  11.008|    1.056|1.9351e-06|   3.3765e-08|     3.1908|         0.2389|      4.4334|       0.9995|
|GRB150206285|  23.296|    3.338|2.9830e-06|   4.2724e-08|     3.0782|         0.2421|      5.0266|       1.2178|
|GRB150206407|   5.120|    1.056|1.3681e-06|   2.9761e-08|     5.2000|         0.2713|      7.2859|       1.1812|
|GRB150208573|   6.912|    1.280|4.0017e-07|   3.2377e-08|     0.8288|         0.1439|      2.6841|       1.1987|
|GRB150208929|   0.128|    0.528|2.5321e-08|   1.1001e-08|     0.5105|         0.2148|      5.0785|       1.1755|
|GRB150210935|  31.294|    0.602|2.2199e-05|   2.6874e-08|    19.1217|         0.3486|     25.7884|       1.6486|
|GRB150211239|  18.432|    6.481|8.6981e-07|   6.0518e-08|     1.8945|         0.2721|      4.3019|       1.5061|
|GRB150213001|   4.096|    0.091|2.8758e-05|   1.8170e-08|   189.0320|         1.1061|    227.8180|       4.6079|
|GRB150214293|   0.192|    0.286|2.3705e-07|   1.4042e-08|     1.3485|         0.1709|      5.5995|       0.9317|
|GRB150215026|   0.512|    0.716|2.1519e-07|   3.0305e-08|     1.1037|         0.1666|      2.6168|       0.7431|
|GRB150216415|  33.792|    2.919|2.2936e-06|   3.8839e-08|     1.7845|         0.1903|      3.4624|       0.8776|
|GRB150219522|  36.097|    3.114|7.7158e-06|   3.8049e-08|     4.1762|         0.3038|      6.1162|       1.5023|
|GRB150220598| 144.643|    1.619|2.4133e-05|   8.4401e-08|    15.6919|         0.3576|     19.5063|       1.5584|
|GRB150222450|  65.281|    1.448|1.9539e-05|   7.4831e-08|    16.8260|         0.5377|     19.2928|       2.3387|
|GRB150222832|  74.752|    9.319|3.8420e-06|   9.0341e-08|     3.1870|         0.1919|     11.0253|       1.8979|
|GRB150226223|   1.408|    0.181|1.7464e-06|   2.6203e-08|    23.9392|         0.3915|     36.3272|       2.1070|
|GRB150226545| 174.595|    4.707|8.6326e-06|   5.3138e-08|     5.6085|         0.2765|      7.5405|       1.3532|
|GRB150226948|  32.768|    4.536|8.4218e-07|   2.0489e-08|     1.4696|         0.1640|      2.9283|       0.8191|
|GRB150227702|  17.408|    1.379|2.4563e-06|   4.3628e-08|     3.2785|         0.1883|      5.3526|       1.0746|
|GRB150228845|   4.125|    1.063|6.5931e-06|   1.9677e-08|    11.0819|         0.2898|     17.7624|       1.3203|
|GRB150228981|  36.609|    1.056|1.1531e-05|   2.7950e-08|     9.5093|         0.2679|     12.4339|       1.3767|
|GRB150301045|   0.416|    0.295|1.8056e-07|   1.2258e-08|     1.6719|         0.3157|      8.2359|       1.6369|
|GRB150301818|  13.312|    1.557|3.0852e-06|   2.9774e-08|     4.4832|         0.2292|      6.2687|       1.0293|
|GRB150303516|   4.864|    0.810|6.2496e-07|   1.7043e-08|     4.2248|         0.1922|      5.6247|       1.1181|
|GRB150305724|  16.128|    5.146|1.7217e-06|   5.9709e-08|     1.8539|         0.1523|      2.9648|       1.0621|
|GRB150306993|  18.944|    1.145|2.7014e-05|   9.6784e-08|    18.5493|         0.8096|     23.0129|       3.4811|
|GRB150309958|  52.481|    1.086|3.9770e-05|   1.8239e-07|    15.1628|         0.3046|     18.3564|       1.2930|
|GRB150312403|   0.320|    0.547|1.4018e-07|   1.9221e-08|     0.9922|         0.1863|      6.0095|       0.9938|
|GRB150313657|   5.120|    3.093|8.6729e-07|   5.9525e-08|     4.8644|         0.3681|      7.5512|       1.6419|
|GRB150314205|  10.688|    0.143|8.1592e-05|   1.2798e-07|    67.1065|         0.5006|     75.5420|       2.0358|
|GRB150316400|   1.984|    1.541|1.3116e-07|   1.8718e-08|     1.1964|         0.1954|      2.9577|       1.0714|
|GRB150318521|  94.720|    7.534|4.3291e-06|   6.0206e-08|     2.1353|         0.2366|      4.2452|       1.2701|
|GRB150319271|  10.496|    1.145|8.6890e-06|   3.8317e-08|     6.6816|         0.3769|      9.6842|       1.7163|
|GRB150320462|   0.064|    0.360|2.1648e-07|   3.8479e-08|     1.3954|         0.4102|     15.1649|       1.8918|
|GRB150322066|  15.613|    3.593|3.6315e-06|   2.8627e-08|     3.3702|         0.1972|      5.4858|       1.0285|
|GRB150323395|  56.321|    1.084|1.9188e-05|   6.8727e-08|     8.8561|         0.3232|     11.7648|       1.3791|
|GRB150323712|  43.264|    2.429|1.8823e-06|   2.8186e-08|     1.6405|         0.2008|      3.2697|       1.1273|
|GRB150324164|   4.608|    0.724|4.8485e-06|   2.3011e-08|     5.2855|         0.2035|      8.0519|       0.9152|
|GRB150324319|  13.056|    0.724|7.8092e-06|   5.9463e-08|     7.2632|         0.3030|     10.4571|       1.3419|
|GRB150325696|   0.080|    0.920|8.9347e-08|   1.7958e-08|     0.9650|         0.1808|      6.4082|       1.0380|
|GRB150326521|   5.888|    1.180|4.6905e-07|   1.7297e-08|     2.2918|         0.2125|      4.1987|       1.1315|
|GRB150326542|   4.096|    1.056|1.3606e-06|   2.2020e-08|     5.7318|         0.2783|      7.2083|       1.2325|
|GRB150329288|  28.928|    1.864|1.7166e-06|   3.6180e-08|     2.4721|         0.2605|      5.5202|       1.4175|
|GRB150330828| 153.859|    0.810|1.4373e-04|   6.0235e-08|    59.2640|         0.5133|     76.4508|       2.3555|
|GRB150403913|  22.272|    0.810|5.4707e-05|   5.5299e-08|    33.4884|         0.5038|     37.7678|       2.0750|
|GRB150404733|   4.864|    1.950|6.1093e-07|   2.9136e-08|     3.2063|         0.2534|      5.0884|       1.2954|
|GRB150411026|  15.360|    3.665|7.0261e-07|   4.9672e-08|     2.3624|         0.2971|      5.9164|       1.5311|
|GRB150412507|   0.576|    1.319|1.2957e-07|   1.2244e-08|     1.7299|         0.2029|      5.9032|       1.0491|
|GRB150412931|   0.640|    0.861|4.1528e-07|   2.9661e-08|     1.6511|         0.2027|      4.9471|       0.9535|
|GRB150415029|  34.557|    4.104|3.8467e-06|   4.1502e-08|     2.9766|         0.1962|      4.0994|       0.7130|
|GRB150416773|  33.281|    3.665|6.2375e-06|   5.9016e-08|     3.8042|         0.2106|      5.4474|       0.9844|
|GRB150418819|   3.840|    1.493|6.4146e-07|   2.4056e-08|     4.2688|         0.2616|      7.5819|       1.5124|
|GRB150422294|  30.208|    8.583|2.4463e-06|   4.0506e-08|     2.2915|         0.2082|      4.7988|       1.0447|
|GRB150422703|  36.865|    0.572|2.9897e-05|   9.2066e-08|    17.0446|         0.3502|     20.1619|       1.4217|
|GRB150423285|  14.336|    8.039|1.2639e-06|   4.9034e-08|     2.7010|         0.2822|      4.8175|       1.2866|
|GRB150424403|  36.096|    5.954|3.8455e-06|   7.9191e-08|     3.8240|         0.3022|      5.3866|       1.4076|
|GRB150425617|   4.352|    0.923|8.0518e-07|   4.0690e-08|     1.5784|         0.1515|      3.4133|       1.0830|
|GRB150426594|  22.528|    3.167|1.0847e-05|   8.1284e-08|    22.0697|         0.6814|     33.3643|       2.9050|
|GRB150428305|  32.512|    3.278|1.5333e-06|   4.7040e-08|     1.5190|         0.1969|      3.5965|       1.0748|
|GRB150430015| 111.618|    2.360|1.5615e-05|   6.5411e-08|     9.9053|         0.4080|     12.7527|       1.7643|
|GRB150501017|   9.728|    0.923|1.4610e-06|   2.8210e-08|     4.0776|         0.2578|      6.7507|       1.2149|
|GRB150502435| 109.314|    6.676|2.5476e-05|   9.2295e-08|     5.0023|         0.2568|      7.5513|       1.1685|
|GRB150506398|   6.784|    1.282|3.5555e-06|   1.8224e-08|     9.7583|         0.3062|     14.3676|       1.4023|
|GRB150506630|   0.512|    0.326|3.9651e-07|   1.4974e-08|     3.1899|         0.2573|     11.8178|       1.3101|
|GRB150506972|   0.384|    0.181|3.1253e-07|   1.0278e-08|     2.1090|         0.1936|      4.9413|       0.8674|
|GRB150507026|  63.489|    7.209|1.5185e-05|   9.9039e-08|     9.0882|         0.3113|     12.6826|       1.4120|
|GRB150508945| 113.920|    1.619|2.8856e-06|   2.9420e-08|     3.7578|         0.2689|      6.3763|       1.3171|
|GRB150510139|  51.904|    0.453|9.8625e-05|   8.6913e-08|    32.0144|         0.3306|     54.1662|       1.5597|
|GRB150511362|  31.232|    4.419|3.3516e-06|   5.6793e-08|     3.8516|         0.2663|      6.0802|       1.3413|
|GRB150512432| 123.138|    3.167|1.4435e-05|   1.1005e-07|     5.7417|         0.3136|      7.8457|       1.3605|
|GRB150513856| 158.978|    2.862|7.5426e-06|   8.5053e-08|     4.4379|         0.3070|      6.2349|       1.3361|
|GRB150514774|  10.813|    1.072|4.7356e-06|   4.8477e-08|    19.9498|         0.3791|     22.9321|       1.5567|
|GRB150520893|  15.616|    6.992|9.3890e-07|   5.1923e-08|     3.6456|         0.2136|      4.8229|       1.2270|
|GRB150522433|  43.776|    3.874|2.2900e-06|   4.0960e-08|     2.4106|         0.3100|      5.5648|       2.1520|
|GRB150522944|   1.024|    0.580|2.1346e-07|   1.1225e-08|     1.7618|         0.1865|      4.3657|       0.9951|
|GRB150523396|  82.433|    2.573|3.3082e-05|   4.0998e-08|     8.5215|         0.2531|     10.2597|       1.1030|
|GRB150523690| 114.690|   26.576|5.7290e-06|   1.2832e-07|     2.9827|         0.3769|      8.5543|       2.4851|
|GRB150527283|  20.736|    5.146|2.6008e-06|   4.8549e-08|     2.1537|         0.1942|      4.1823|       1.0622|
|GRB150527662|  63.233|    5.184|5.0398e-06|   4.4666e-08|     2.4226|         0.2071|      5.1475|       0.9994|
|GRB150528656|  13.056|    1.278|4.7587e-06|   4.3066e-08|     6.6787|         0.2538|      8.5526|       1.1278|
|GRB150530488|   7.168|    0.572|3.4853e-06|   4.0925e-08|     6.7178|         0.3095|      8.3527|       1.4128|
|GRB150601904|   0.768|    0.668|1.2722e-07|   1.8235e-08|     1.6580|         0.1911|      2.9465|       0.9654|
|GRB150602840|  10.496|    0.724|4.7133e-06|   3.3325e-08|     3.6651|         0.2070|      6.4854|       0.9903|
|GRB150603105|  67.328|    9.486|2.1035e-06|   2.9073e-08|     3.5862|         0.2556|      5.2976|       1.0697|
|GRB150603823| 102.144|    1.864|4.7120e-06|   6.3984e-08|     3.1063|         0.2830|      5.7980|       1.2614|
|GRB150604284|  52.736|    4.971|1.4645e-06|   3.1818e-08|     1.4388|         0.1904|      3.4670|       1.0648|
|GRB150604434|   0.896|    0.143|3.9739e-07|   1.2386e-08|     3.0486|         0.2368|      9.6678|       1.0421|
|GRB150605782|   0.176|    1.243|7.6057e-08|   1.8407e-08|     0.7165|         0.2186|      8.2619|       1.2928|
|GRB150607330|  26.173|    0.680|3.9912e-06|   9.5747e-08|     6.6063|         0.4646|     10.0836|       2.5240|
|GRB150609316|   0.256|    0.276|1.2122e-07|   1.6885e-08|     0.7210|         0.1828|      4.6326|       0.8436|
|GRB150612702|  68.353|    2.202|1.9794e-05|   9.9068e-08|     4.8756|         0.2614|      7.1776|       1.2318|
|GRB150613420|  27.392|    1.846|2.6097e-06|   2.8538e-08|     2.5971|         0.2091|      4.4120|       1.1392|
|GRB150613995|  46.593|    1.639|6.3756e-06|   4.7374e-08|     5.8583|         0.3279|      7.0321|       1.3576|
|GRB150614073|   5.120|    0.923|2.3793e-06|   2.8594e-08|     5.6387|         0.2827|      7.3958|       1.2698|
|GRB150618674|  45.312|    1.086|3.6792e-06|   4.9271e-08|     2.6035|         0.1854|      5.1631|       1.3902|
|GRB150619287|  57.089|    2.360|1.6289e-05|   8.5614e-08|    12.2729|         0.3629|     16.9799|       1.5865|
|GRB150622393|  60.673|    1.086|2.9027e-05|   1.0763e-07|    10.0243|         0.3788|     14.6647|       1.6729|
|GRB150627183|  64.577|    0.590|1.7972e-04|   3.8256e-07|    65.2531|         0.5985|     78.4556|       2.5316|
|GRB150628767|   0.640|    0.634|2.6488e-07|   1.1506e-08|     1.9208|         0.2136|      4.5964|       0.9659|
|GRB150629564|   1.920|    1.223|3.6879e-07|   1.4798e-08|     2.1534|         0.1737|      7.1922|       0.8936|
|GRB150630223|  22.784|    1.864|1.0775e-05|   5.6127e-08|    20.1981|         0.5792|     24.1977|       2.4556|
|GRB150630958|  39.169|    9.812|2.3007e-06|   6.6990e-08|     4.2473|         0.3619|      6.1594|       1.7675|
|GRB150702998|  45.825|    2.064|1.1741e-05|   5.4028e-08|     9.9827|         0.3808|     18.3568|       1.7577|
|GRB150703149|  50.176|    5.152|5.0155e-06|   6.8097e-08|     3.5873|         0.2653|      4.9216|       1.2435|
|GRB150703259|  46.593|    1.280|9.4769e-06|   3.9187e-08|     3.0535|         0.1981|      5.3232|       1.1426|
|GRB150705009|  20.992|    1.717|3.8183e-06|   5.7790e-08|     6.0214|         0.3438|      8.1726|       1.4277|
|GRB150705588|   0.704|    0.730|2.0708e-07|   2.3248e-08|     2.3661|         0.2296|      7.6090|       1.2983|
|GRB150707124| 112.384|    1.493|2.5310e-05|   5.2089e-08|    10.0835|         0.5419|     14.5735|       2.4076|
|GRB150708339|  95.234|    6.476|1.7087e-05|   1.2411e-07|     3.5676|         0.2469|      5.5781|       1.1226|
|GRB150710646|  33.280|   11.276|1.5243e-06|   3.0513e-08|     1.5631|         0.1970|      3.7951|       1.0729|
|GRB150711766|  82.177|    6.192|9.4843e-06|   1.1396e-07|     4.9482|         0.2550|      6.4781|       1.1414|
|GRB150712846|  59.648|   18.863|2.4535e-06|   4.9761e-08|     2.2265|         0.2614|      4.7439|       1.1733|
|GRB150715136|   0.384|    0.181|5.2553e-07|   1.9144e-08|     1.5748|         0.1693|      4.5781|       0.8813|
|GRB150716552|  32.768|    5.684|1.0851e-06|   3.2184e-08|     1.5539|         0.1674|      3.3869|       1.0382|
|GRB150717795|   9.984|    1.280|1.2374e-06|   2.6124e-08|     2.3002|         0.2097|      3.6694|       1.3095|
|GRB150718656|  19.456|    1.379|1.1114e-06|   2.8201e-08|     3.3195|         0.2301|      5.0946|       1.0023|
|GRB150721242|  18.432|    0.572|1.5940e-05|   4.3023e-08|    16.5294|         0.3278|     18.8342|       1.4048|
|GRB150721431|   0.320|    0.181|1.2084e-07|   1.5680e-08|     1.3535|         0.2447|      5.9480|       1.3672|
|GRB150721732|  11.520|    1.639|1.3508e-06|   3.4063e-08|     3.9991|         0.3469|      6.4123|       1.6880|
|GRB150723608|  33.024|    2.318|2.4539e-06|   2.8152e-08|     2.9175|         0.2191|      5.1867|       1.2705|
