|name        |t90     |t90_error|fluence   |fluence_error|flux_1024  |flux_1024_error|flux_64     |flux_64_error|
|GRB090617208|   0.192|    0.143|9.4269e-07|   1.6608e-08|     2.9340|         0.1379|     18.9418|       0.8053|
|GRB090618353| 112.386|    1.086|2.6845e-04|   4.2894e-07|    68.7202|         1.1434|     76.1647|       4.7542|
|GRB090620400|  13.568|    0.724|1.3263e-05|   4.2682e-08|    15.4321|         0.2852|     19.0813|       1.2984|
|GRB090620901|   0.960|    0.272|4.3097e-07|   3.2262e-08|     2.0807|         0.1424|      3.9296|       0.7142|
|GRB090621185| 106.754|   14.373|1.0840e-05|   2.1134e-07|     3.6307|         0.1939|      5.9586|       0.8558|
|GRB090621417|  27.009|    6.136|3.8211e-06|   1.0975e-07|     3.6696|         0.3705|      6.4481|       0.7993|
|GRB090621447|  26.112|    5.655|1.5666e-06|   5.2470e-08|     2.8444|         0.2250|      5.7056|       1.1599|
|GRB090621922|   0.384|    1.032|4.7593e-07|   1.9436e-08|     2.0222|         0.2841|      9.7937|       1.5047|
|GRB090623107|  47.105|    2.573|1.1845e-05|   7.1497e-08|     6.2181|         0.1828|      8.5301|       0.7523|
|GRB090623913|   7.168|    3.114|2.1558e-06|   5.5426e-08|     3.6035|         0.2434|      5.4134|       1.3015|
|GRB090625234|  14.336|    0.923|1.3521e-06|   1.2840e-08|     1.4304|         0.1330|      3.6754|       2.0800|
|GRB090625560|  13.056|    1.145|2.3679e-06|   6.8170e-08|     3.6848|         0.3821|      6.7676|       2.0016|
|GRB090626189|  48.897|    2.828|6.3046e-05|   1.0656e-07|    34.2545|         0.6353|     53.2969|       2.8601|
|GRB090626707|        |         |          |             |           |               |            |             |
|GRB090629543|  20.480|    4.762|4.3931e-07|   2.4832e-08|     1.0660|         0.2068|      3.1122|       0.9226|
|GRB090630311|   2.880|    0.320|1.0777e-06|   1.2550e-08|     6.1906|         0.2060|      7.6489|       0.8267|
|GRB090701225|   4.160|    0.692|4.4247e-07|   1.5773e-08|     3.1423|         0.1817|      5.3832|       0.8088|
|GRB090703329|   8.960|    1.864|8.4599e-07|   2.8805e-08|     2.4567|         0.2092|      3.7924|       1.1187|
|GRB090704242|  69.889|    5.724|8.4825e-06|   9.9610e-08|     2.5655|         0.2145|      5.6929|       1.8780|
|GRB090704783|  19.456|    2.064|1.5805e-06|   4.4168e-08|     3.0267|         0.2577|      5.1161|       1.2550|
|GRB090706283|  57.857|    7.442|3.4858e-06|   5.0724e-08|     2.8561|         0.3190|      4.9154|       1.2337|
|GRB090708152|  21.248|    3.167|1.0102e-06|   2.7630e-08|     1.3720|         0.1636|      3.3339|       0.9446|
|GRB090709630|  22.272|    9.230|2.2080e-06|   3.9117e-08|     3.3854|         0.1509|      5.1072|       0.7544|
|GRB090711850|  51.969|    2.560|5.7921e-06|   1.3083e-07|     3.5953|         0.2109|      5.8430|       1.0334|
|GRB090712160|  94.722|    6.700|3.9399e-06|   4.5311e-08|     1.9085|         0.2150|      4.8651|       1.3929|
|GRB090713020|  82.817|    2.318|9.4766e-06|   4.4462e-08|     3.3045|         0.1723|      5.4269|       0.8767|
|GRB090717034|  65.537|    1.557|2.3235e-05|   7.4601e-08|    16.5318|         0.2380|     19.7585|       1.0140|
|GRB090717111|   0.384|    0.181|3.0812e-07|   2.5877e-08|     1.6148|         0.1272|      4.1774|       0.7993|
|GRB090718720|  76.481|    3.416|3.3151e-06|   4.4235e-08|     1.7276|         0.1961|      5.4167|       1.3417|
|GRB090718762|  23.744|    0.802|2.5020e-05|   1.1932e-07|    28.9877|         0.3328|     32.1834|       1.3319|
|GRB090719063|  11.392|    0.466|4.6848e-05|   1.5783e-07|    37.8130|         0.3933|     41.5714|       1.6124|
|GRB090720276|   4.480|    1.086|2.9140e-06|   3.7126e-08|     9.7817|         0.4170|     13.5526|       1.9569|
|GRB090720710|  10.752|    1.056|1.4237e-05|   2.3723e-08|     9.9135|         0.2418|     34.1861|       1.5328|
|GRB090725838|  13.760|    1.229|2.3588e-06|   4.6878e-08|     3.9965|         0.2412|      5.7407|       1.1271|
|GRB090726218|   7.680|    0.724|5.2165e-07|   2.0615e-08|     1.3146|         0.2031|      3.0680|       0.9252|
|GRB090730608|   9.088|    1.680|3.1830e-06|   7.5499e-08|     4.8784|         0.1941|      6.5845|       0.8832|
|GRB090802235|   0.048|    0.023|5.4339e-07|   9.1728e-09|     2.9441|         0.2576|     30.7025|       2.2165|
|GRB090802666|  27.520|    6.192|2.7698e-06|   6.7964e-08|     3.6482|         0.1882|      6.2708|       1.0543|
|GRB090804940|   5.568|    0.362|1.4426e-05|   1.8601e-07|    36.6471|         0.4108|     40.6888|       1.6829|
|GRB090805622|  46.592|    2.318|5.7886e-06|   4.9624e-08|     4.5194|         0.3567|      7.3610|       1.6212|
|GRB090807832|  17.920|    2.757|1.3418e-06|   2.5428e-08|     9.3114|         0.2811|     15.8203|       1.3099|
|GRB090809978|  11.008|    0.320|2.1629e-05|   1.2777e-07|    22.9613|         0.2925|     24.9291|       1.1649|
|GRB090810659| 125.182|    1.846|9.3687e-06|   4.8233e-08|     7.8070|         0.3790|     10.2796|       1.8583|
|GRB090810781|  62.977|   11.865|5.1452e-06|   5.7252e-08|     3.4147|         0.1999|      6.8412|       1.0036|
|GRB090811696|  14.848|    1.145|1.0514e-06|   2.2362e-08|     2.2247|         0.1999|      5.0677|       1.1104|
|GRB090813174|   7.552|    0.362|3.3254e-06|   4.1540e-08|    13.6407|         0.2541|     24.1472|       1.0988|
|GRB090814368|   0.192|    0.045|6.1625e-07|   7.3766e-09|     2.3621|         0.1843|     11.1780|       1.0098|
|GRB090814950| 108.610|    8.816|1.5983e-05|   3.8741e-07|     4.2926|         0.2061|      6.5774|       0.9611|
|GRB090815300|  48.385|    1.086|1.4272e-06|   4.4350e-08|     1.5925|         0.2562|      4.4950|       1.4695|
|GRB090815438|  30.465|    3.566|4.4746e-06|   3.9614e-08|    11.1872|         0.3802|     13.1065|       1.7655|
|GRB090815946| 245.508|   17.169|3.9911e-06|   5.1065e-08|     1.6493|         0.2304|      4.0024|       1.2593|
|GRB090817036|  52.417|   10.657|4.6135e-06|   1.0698e-07|     3.6192|         0.2999|      5.5046|       1.2818|
|GRB090819607|   0.192|    0.202|2.7212e-07|   1.9464e-08|     1.0518|         0.1255|      7.2562|       0.6982|
|GRB090820027|  12.416|    0.181|1.5360e-04|   1.8351e-07|   124.8380|         0.7192|    135.4330|       2.9755|
|GRB090820509|  15.296|    4.610|1.3413e-06|   3.8061e-08|     5.9342|         0.2113|     10.2053|       0.8167|
|GRB090823133|  58.113|    4.404|1.7665e-06|   5.8046e-08|     2.2698|         0.2080|      3.0974|       1.0141|
|GRB090824918|  59.905|   10.014|3.6502e-06|   7.5117e-08|     3.2726|         0.3035|      9.7772|       2.6101|
|GRB090826068|   8.704|    2.862|8.4840e-07|   4.0948e-08|     2.8228|         0.1590|      4.7543|       0.6861|
|GRB090828099|  68.417|    3.167|2.3746e-05|   1.8558e-07|    14.5374|         0.3021|     16.4811|       1.1953|
|GRB090829672|  67.585|    2.896|7.6637e-05|   1.5833e-07|    44.2110|         0.3166|     58.5744|       1.3509|
|GRB090829702| 101.633|    2.290|4.8119e-06|   5.5999e-08|     2.5941|         0.1541|      3.8923|       0.7776|
|GRB090831317|  39.424|    0.572|9.4445e-06|   7.3136e-08|     7.1238|         0.2622|     38.2298|       1.5584|
|GRB090902401|   3.200|    1.797|1.6727e-06|   4.2894e-08|     4.5603|         0.2555|      8.0430|       1.1592|
|GRB090902462|  19.328|    0.286|2.2179e-04|   3.1732e-07|    76.8862|         0.4419|    100.3670|       1.9187|
|GRB090904058|  56.065|    1.846|2.1712e-05|   2.2087e-07|     6.7719|         0.4139|     10.6006|       1.8744|
|GRB090904581|  38.401|    3.093|1.6367e-06|   2.8261e-08|     1.4176|         0.2418|      3.4404|       1.0525|
|GRB090907017|  39.489|    4.443|4.5416e-06|   8.7098e-08|     2.8339|         0.2293|      6.9499|       1.4940|
|GRB090907808|   0.832|    0.320|1.0526e-06|   2.3547e-08|     4.6553|         0.2108|      7.9436|       0.9130|
|GRB090908314|  71.937|    6.817|3.8184e-06|   5.1674e-08|     3.3820|         0.2748|      5.1481|       1.0836|
|GRB090908341|  36.864|    0.923|2.6038e-06|   1.5904e-08|     2.1530|         0.1644|      5.8741|       0.7099|
|GRB090909487|  14.336|    2.896|5.7265e-06|   1.9708e-07|     5.8392|         0.7951|     13.8794|       4.4329|
|GRB090909854|   1.152|    2.244|1.5698e-07|   2.2298e-08|     1.7989|         0.2175|      6.3584|       1.1811|
|GRB090910812|  53.441|   13.334|1.8665e-05|   2.1169e-07|     5.0526|         0.3469|      7.6774|       1.6058|
|GRB090912660| 150.787|    2.360|8.2842e-06|   4.2920e-08|     2.2475|         0.2506|      5.1295|       1.4519|
|GRB090915650|  76.609|    1.559|2.9873e-06|   4.4259e-08|     2.8343|         0.2011|      5.0290|       1.0370|
|GRB090917661|  26.624|    1.134|1.0829e-06|   3.8003e-08|     2.7113|         0.2493|      4.4738|       1.2704|
|GRB090920035|  26.624|    1.056|3.7368e-06|   3.7815e-08|     4.5679|         0.3347|      8.4914|       3.0186|
|GRB090922539|  87.041|    0.810|1.1046e-05|   4.9835e-08|    14.6538|         0.2370|     16.6601|       0.9994|
|GRB090922605|  52.736|    1.810|4.5135e-06|   1.0272e-07|     4.8212|         0.6431|     12.4863|       3.0901|
|GRB090924625|   0.352|    0.101|5.5461e-07|   2.9959e-08|     1.4781|         0.1473|      9.1162|       0.8247|
|GRB090925389|  25.472|    3.525|8.9051e-06|   3.1309e-07|     4.5559|         0.2538|      7.7587|       1.5335|
|GRB090926181|  13.760|    0.286|1.4657e-04|   3.4076e-07|    81.4455|         0.3699|    135.5440|       2.0105|
|GRB090926914|  64.001|    1.557|1.0534e-05|   2.7681e-08|     4.5056|         0.2900|      6.1219|       1.3302|
|GRB090927422|   0.512|    0.231|3.0258e-07|   1.8341e-08|     3.3190|         0.2449|      6.5443|       1.0933|
|GRB090928646|  15.616|    2.611|1.9528e-06|   6.9859e-08|     4.6818|         0.2990|      7.4334|       2.4730|
|GRB090929190|   6.174|    1.298|8.1798e-06|   9.5421e-08|    16.7255|         0.4056|     30.2223|       1.9757|
|GRB091002685|   2.752|    3.089|3.3749e-07|   1.4855e-08|     2.4452|         0.1668|      3.6474|       0.6186|
|GRB091003191|  20.224|    0.362|2.3315e-05|   7.7664e-08|    29.1581|         0.4955|     46.6291|       2.2140|
|GRB091005679|   6.976|    0.572|1.4050e-06|   7.1811e-08|     2.1801|         0.1436|      3.5553|       0.7333|
|GRB091006360|   0.192|    0.091|1.1432e-07|   1.6530e-08|     1.7029|         0.2109|      5.3392|       1.2447|
|GRB091010113|   5.952|    0.143|9.9565e-06|   5.8682e-08|    40.3019|         0.3947|     73.0272|       1.8682|
|GRB091012783|   0.704|    2.499|2.1241e-06|   4.4017e-08|     8.3499|         0.3967|     18.4315|       1.9948|
|GRB091013989|  38.400|    2.996|2.3031e-06|   3.7235e-08|     2.9591|         0.2660|      5.4797|       1.3997|
|GRB091015129|   3.840|    0.590|1.5900e-06|   5.5398e-08|     6.3849|         0.5896|     11.8566|       4.0995|
|GRB091017861|   2.624|    0.462|4.4970e-07|   1.3744e-08|     3.3163|         0.2555|      4.2734|       1.3271|
|GRB091017985|  44.800|    3.367|2.1468e-06|   3.2845e-08|     2.1282|         0.2180|      3.9760|       1.5129|
|GRB091018957|   0.192|    0.286|1.8053e-07|   2.8541e-08|     2.2359|         0.4197|     10.2340|       2.6756|
|GRB091019750|   0.208|    0.172|9.0551e-08|   6.1599e-09|     0.6480|         0.1262|      7.6106|       0.6924|
|GRB091020900|  24.256|    7.973|8.3474e-06|   1.5013e-07|     6.7655|         0.2716|     10.3028|       1.2673|
|GRB091020977|  37.505|    0.905|1.0749e-05|   6.1100e-08|     5.9539|         0.1493|      8.0792|       0.7170|
|GRB091023021|   6.528|    1.857|5.3381e-07|   2.2278e-08|     4.3036|         0.3088|      7.5767|       1.5748|
|GRB091024372|  93.954|    5.221|8.5610e-06|   6.0053e-08|     4.2281|         0.3318|      5.6482|       1.1645|
|GRB091024380| 450.569|    2.360|2.5535e-05|   4.8045e-08|     3.4603|         0.2608|      6.6049|       1.4181|
|GRB091026485|   3.328|    0.779|5.6672e-07|   2.4418e-08|     2.7050|         0.2075|      4.9559|       0.9582|
|GRB091026550|   8.960|    1.379|1.3765e-06|   7.1983e-08|     3.8566|         0.4945|      8.6651|       2.4015|
|GRB091030613|  19.200|    0.871|4.4816e-06|   4.2405e-08|     3.8049|         0.2027|      5.7501|       0.9165|
|GRB091030828|  98.050|    4.128|2.9626e-05|   2.0240e-07|     9.4000|         0.2249|     11.9629|       0.9208|
|GRB091031500|  33.921|    0.462|1.5292e-05|   8.6477e-08|     7.1910|         0.2209|      9.8858|       0.8769|
|GRB091101143|  10.688|    0.842|7.8384e-06|   7.8792e-08|    12.2690|         0.2759|     16.4578|       1.2622|
|GRB091102607|   6.656|    3.435|1.8772e-06|   1.0720e-07|     2.9404|         0.2031|      6.5795|       0.9132|
|GRB091103912|  13.568|    6.023|5.6047e-06|   1.0918e-07|     6.4568|         0.2221|      8.7283|       0.9600|
|GRB091106762|  14.592|   16.147|1.8278e-06|   7.7489e-08|     2.9837|         0.3344|      7.7228|       1.6024|
|GRB091107635|  11.008|   10.546|9.3274e-07|   4.0412e-08|     3.6160|         0.2525|      5.2532|       1.1136|
|GRB091109895|  30.977|    4.580|2.0198e-06|   4.1883e-08|     6.2209|         0.2941|     10.8361|       1.3089|
|GRB091112737|  24.576|    0.923|9.8981e-06|   8.8617e-08|     4.1704|         0.1928|      5.7392|       0.8572|
|GRB091112928|  21.184|    0.977|4.5698e-06|   4.5504e-08|     2.9289|         0.1722|      5.8710|       0.8711|
|GRB091115177|  37.376|    2.360|1.5378e-06|   5.8494e-08|     1.4519|         0.1707|      3.2992|       0.9708|
|GRB091117080| 113.664|    2.360|3.6824e-06|   4.2289e-08|     2.6390|         0.3201|      6.2932|       1.9631|
|GRB091120191|  50.177|    2.111|2.8533e-05|   4.0941e-07|    19.6966|         0.2640|     26.8511|       1.1803|
|GRB091122163|   2.944|    1.280|1.6406e-07|   1.3922e-08|     1.7900|         0.2517|      3.3186|       1.3639|
|GRB091123081|  15.552|    1.866|2.1305e-06|   8.8395e-08|     4.0940|         0.3278|      5.7561|       1.4808|
|GRB091123298| 624.459|    3.367|3.4809e-05|   1.2476e-07|     5.9048|         0.3455|      9.6027|       1.7463|
|GRB091126333|   0.192|    0.091|3.5433e-07|   3.5619e-08|     1.9022|         0.1569|      9.9891|       0.9152|
|GRB091126389|   0.024|    0.097|1.8636e-07|   8.4336e-09|     0.3270|         0.1822|      4.0161|       0.7825|
|GRB091127976|   8.701|    0.571|2.0729e-05|   3.7006e-08|    68.2151|         0.4678|    102.9720|       2.2148|
|GRB091128285|  76.289|    1.280|3.6756e-05|   7.6435e-08|     9.6290|         0.3870|     14.6657|       1.7787|
|GRB091201089|  12.992|    2.010|9.4290e-07|   2.0879e-08|     1.4845|         0.1139|      3.9593|       0.6462|
|GRB091202072|  27.648|    3.566|1.6733e-06|   3.3053e-08|     2.7518|         0.1765|      4.6704|       0.8649|
|GRB091202219| 118.274|    8.942|7.0864e-06|   5.6248e-08|     3.5885|         0.1825|      5.8612|       1.2886|
|GRB091207333|  27.073|    0.916|5.3668e-06|   1.1451e-07|     3.4571|         0.1778|      6.8324|       0.8932|
|GRB091208410|  12.480|    5.018|6.1939e-06|   1.9040e-07|    20.5847|         0.3170|     31.0139|       1.4282|
|GRB091209001|  42.945|    8.035|1.0032e-05|   1.9176e-07|     5.9916|         0.4351|     10.3246|       2.2072|
|GRB091215234|   4.352|    0.362|9.8660e-07|   1.2328e-08|     2.8067|         0.3050|      5.0935|       1.4183|
|GRB091219462|   8.128|    1.866|8.5328e-07|   2.5918e-08|     4.1169|         0.2712|      5.9060|       1.1598|
|GRB091220442|  18.368|    0.590|5.8327e-06|   4.5043e-08|     8.6890|         0.2498|     11.6137|       1.0715|
|GRB091221870|  23.040|    5.177|8.9407e-06|   2.2110e-07|     4.3451|         0.1631|      6.9997|       0.7255|
|GRB091223191|   0.576|    0.181|2.7862e-07|   4.1775e-09|     1.7636|         0.1357|      3.5811|       0.6065|
|GRB091223511|  49.725|    1.379|8.6851e-06|   5.4982e-08|     2.2819|         0.1544|      4.7374|       0.8079|
|GRB091224373|   0.768|    0.231|3.4396e-07|   1.3860e-08|     1.2655|         0.1531|      6.3942|       0.8739|
|GRB091227294|  21.888|    0.889|6.8894e-06|   1.1012e-07|     4.1363|         0.1899|      7.4690|       0.8918|
|GRB091230260|  62.976|    3.874|1.9472e-06|   4.2354e-08|     0.8656|         0.1400|      3.0187|       0.9062|
|GRB091230712|  35.137|    3.974|2.5816e-06|   8.6790e-08|     2.7605|         0.2327|      6.3859|       1.2224|
|GRB091231206|  42.561|    3.664|9.7628e-06|   2.1037e-07|     3.8342|         0.1890|      6.6447|       0.9826|
|GRB091231540|  15.616|    2.757|7.0907e-07|   2.7490e-08|     1.8847|         0.2305|      3.3631|       1.1077|
|GRB100101028|   2.816|    0.320|1.1873e-06|   5.5146e-08|     1.6367|         0.2978|      5.8258|       1.9088|
|GRB100101988|   1.984|    2.049|1.8679e-06|   8.0543e-08|     2.0820|         0.1220|      3.1414|       0.4332|
|GRB100107074|   0.576|    0.465|1.6826e-07|   2.1333e-08|     1.3684|         0.2299|     11.7236|       1.4885|
|GRB100111176|  19.520|    5.367|1.1460e-06|   2.1651e-08|     2.7472|         0.1607|      4.7374|       0.9054|
|GRB100112418|  23.040|    0.572|1.0497e-06|   1.0969e-08|     2.1069|         0.2161|      3.8396|       1.2172|
|GRB100116897| 102.530|    1.485|3.3393e-05|   1.6288e-07|    15.8687|         0.2324|     18.0223|       0.9459|
|GRB100117879|   0.256|    0.834|4.2261e-07|   6.9345e-08|     1.5913|         0.1347|      7.9493|       0.8568|
|GRB100118100|   9.216|    6.720|1.4369e-06|   1.0832e-07|     3.2024|         0.1698|      5.6997|       0.9688|
|GRB100122616|  22.529|    2.769|1.2003e-05|   1.6143e-07|    44.2812|         0.4398|     52.8202|       1.9780|
|GRB100126460|  10.624|   12.673|1.0264e-06|   5.7596e-08|     1.6007|         0.1678|      3.8197|       0.8172|
|GRB100130729|  99.586|    2.415|1.0148e-05|   4.0193e-08|     6.1377|         0.2880|      9.3287|       1.2661|
|GRB100130777|  86.018|    6.988|1.3865e-05|   1.7143e-07|     3.4950|         0.2004|      5.7330|       0.8812|
|GRB100131730|   3.520|    0.453|7.3386e-06|   7.6083e-08|    24.3424|         0.5078|     36.5119|       2.3514|
|GRB100201588| 141.059|    4.048|1.4320e-05|   6.0246e-08|     3.8791|         0.2600|      5.7549|       1.3329|
|GRB100204024|  49.665|    1.379|9.3529e-06|   2.5469e-08|     4.2366|         0.2318|      5.5400|       0.9957|
|GRB100204566|  32.513|    2.862|3.7750e-06|   4.6650e-08|     3.0925|         0.2559|      5.8895|       1.2568|
|GRB100204858|   1.920|    2.375|3.1472e-07|   2.6296e-08|     1.2689|         0.1526|      3.8451|       0.8645|
|GRB100205490|  14.848|    2.290|1.3647e-06|   2.9102e-08|     3.1131|         0.1830|      5.0343|       0.9969|
|GRB100206563|   0.176|    0.072|7.5657e-07|   1.0540e-08|     2.7656|         0.1522|     25.3705|       1.1685|
|GRB100207665|  15.360|    3.874|2.0797e-06|   3.7258e-08|     1.8754|         0.1830|      4.3869|       1.0046|
